DATE,DGS5
1996-05-01,6.483181818
1996-06-01,6.6895
1996-07-01,6.635909091
1996-08-01,6.389090909
1996-09-01,6.597
1996-10-01,6.270454545
1996-11-01,5.973157895
1996-12-01,6.068095238
1997-01-01,6.333333333
1997-02-01,6.198947368
1997-03-01,6.537
1997-04-01,6.759090909
1997-05-01,6.567619048
1997-06-01,6.375238095
1997-07-01,6.120909091
1997-08-01,6.16
1997-09-01,6.106190476
1997-10-01,5.928181818
1997-11-01,5.803888889
1997-12-01,5.773181818
1998-01-01,5.416
1998-02-01,5.492631579
1998-03-01,5.611818182
1998-04-01,5.611904762
1998-05-01,5.628
1998-06-01,5.524090909
1998-07-01,5.461363636
1998-08-01,5.274761905
1998-09-01,4.623809524
1998-10-01,4.184285714
1998-11-01,4.537368421
1998-12-01,4.45
1999-01-01,4.600526316
1999-02-01,4.914736842
1999-03-01,5.140434783
1999-04-01,5.079545455
1999-05-01,5.437
1999-06-01,5.809090909
1999-07-01,5.678571429
1999-08-01,5.841363636
1999-09-01,5.801904762
1999-10-01,6.0335
1999-11-01,5.969
1999-12-01,6.186363636
2000-01-01,6.5795
2000-02-01,6.678
2000-03-01,6.503913043
2000-04-01,6.262631579
2000-05-01,6.687727273
2000-06-01,6.300909091
2000-07-01,6.179
2000-08-01,6.060869565
2000-09-01,5.9345
2000-10-01,5.782857143
2000-11-01,5.697619048
2000-12-01,5.168
2001-01-01,4.858571429
2001-02-01,4.886315789
2001-03-01,4.642727273
2001-04-01,4.7635
2001-05-01,4.927727273
2001-06-01,4.807142857
2001-07-01,4.761904762
2001-08-01,4.573913043
2001-09-01,4.115294118
2001-10-01,3.91
2001-11-01,3.9725
2001-12-01,4.3895
2002-01-01,4.34
2002-02-01,4.298421053
2002-03-01,4.738
2002-04-01,4.646818182
2002-05-01,4.494545455
2002-06-01,4.186
2002-07-01,3.807272727
2002-08-01,3.294545455
2002-09-01,2.938
2002-10-01,2.945
2002-11-01,3.054736842
2002-12-01,3.033333333
2003-01-01,3.052380952
2003-02-01,2.897894737
2003-03-01,2.783809524
2003-04-01,2.928571429
2003-05-01,2.515714286
2003-06-01,2.265714286
2003-07-01,2.872272727
2003-08-01,3.37
2003-09-01,3.184761905
2003-10-01,3.185909091
2003-11-01,3.287222222
2003-12-01,3.268636364
2004-01-01,3.1215
2004-02-01,3.067894737
2004-03-01,2.786956522
2004-04-01,3.38952381
2004-05-01,3.8505
2004-06-01,3.929047619
2004-07-01,3.688571429
2004-08-01,3.474545455
2004-09-01,3.355238095
2004-10-01,3.3475
2004-11-01,3.525
2004-12-01,3.598181818
2005-01-01,3.707
2005-02-01,3.766315789
2005-03-01,4.165454545
2005-04-01,3.998571429
2005-05-01,3.852857143
2005-06-01,3.772272727
2005-07-01,3.979
2005-08-01,4.122173913
2005-09-01,4.006190476
2005-10-01,4.3285
2005-11-01,4.4525
2005-12-01,4.392380952
2006-01-01,4.3455
2006-02-01,4.572105263
2006-03-01,4.716086957
2006-04-01,4.902105263
2006-05-01,4.997727273
2006-06-01,5.067272727
2006-07-01,5.04
2006-08-01,4.822173913
2006-09-01,4.6675
2006-10-01,4.686666667
2006-11-01,4.582380952
2006-12-01,4.533
2007-01-01,4.752857143
2007-02-01,4.710526316
2007-03-01,4.480909091
2007-04-01,4.593333333
2007-05-01,4.667272727
2007-06-01,5.026190476
2007-07-01,4.884761905
2007-08-01,4.432173913
2007-09-01,4.198947368
2007-10-01,4.198181818
2007-11-01,3.667
2007-12-01,3.4875
2008-01-01,2.98047619
2008-02-01,2.779
2008-03-01,2.4835
2008-04-01,2.841363636
2008-05-01,3.153333333
2008-06-01,3.485238095
2008-07-01,3.303181818
2008-08-01,3.141904762
2008-09-01,2.884285714
2008-10-01,2.726363636
2008-11-01,2.291666667
2008-12-01,1.521818182
2009-01-01,1.5965
2009-02-01,1.871578947
2009-03-01,1.815909091
2009-04-01,1.858095238
2009-05-01,2.134
2009-06-01,2.705909091
2009-07-01,2.462727273
2009-08-01,2.570952381
2009-09-01,2.369047619
2009-10-01,2.332857143
2009-11-01,2.230526316
2009-12-01,2.340454545
2010-01-01,2.484210526
2010-02-01,2.363684211
2010-03-01,2.433043478
2010-04-01,2.581363636
2010-05-01,2.18
2010-06-01,1.996363636
2010-07-01,1.762857143
2010-08-01,1.465454545
2010-09-01,1.41047619
2010-10-01,1.1825
2010-11-01,1.35
2010-12-01,1.934545455
2011-01-01,1.9945
2011-02-01,2.257894737
2011-03-01,2.113478261
2011-04-01,2.169
2011-05-01,1.842380952
2011-06-01,1.58
2011-07-01,1.541
2011-08-01,1.021304348
2011-09-01,0.90047619
2011-10-01,1.0615
2011-11-01,0.908
2011-12-01,0.891428571
2012-01-01,0.835
2012-02-01,0.831
2012-03-01,1.017272727
2012-04-01,0.894761905
2012-05-01,0.761818182
2012-06-01,0.711428571
2012-07-01,0.61952381
2012-08-01,0.713913043
2012-09-01,0.668947368
2012-10-01,0.708571429
2012-11-01,0.665
2012-12-01,0.696
2013-01-01,0.805238095
2013-02-01,0.846315789
2013-03-01,0.8185
2013-04-01,0.710454545
2013-05-01,0.840909091
2013-06-01,1.2035
2013-07-01,1.403181818
2013-08-01,1.520454545
2013-09-01,1.596
2013-10-01,1.366818182
2013-11-01,1.371052632
2013-12-01,1.576190476
2014-01-01,1.646666667
2014-02-01,1.515789474
2014-03-01,1.63952381
2014-04-01,1.700952381
2014-05-01,1.592857143
2014-06-01,1.679047619
2014-07-01,1.699545455
2014-08-01,1.631428571
2014-09-01,1.773809524
2014-10-01,1.545909091
2014-11-01,1.620555556
2014-12-01,1.64
2015-01-01,1.3745
2015-02-01,1.472631579
2015-03-01,1.519090909
2015-04-01,1.354545455
2015-05-01,1.5385
2015-06-01,1.683636364
2015-07-01,1.632272727
2015-08-01,1.541428571
2015-09-01,1.49
2015-10-01,1.385714286
2015-11-01,1.671052632
2015-12-01,1.698636364
2016-01-01,1.518421053
2016-02-01,1.222
2016-03-01,1.375909091
2016-04-01,1.258095238
2016-05-01,1.30047619
2016-06-01,1.166363636
2016-07-01,1.0715
2016-08-01,1.133043478
2016-09-01,1.178095238
2016-10-01,1.272
2016-11-01,1.596
2016-12-01,1.959047619
2017-01-01,1.9165
2017-02-01,1.901578947
2017-03-01,2.013478261
2017-04-01,1.824210526
2017-05-01,1.836818182
2017-06-01,1.774090909
2017-07-01,1.872
2017-08-01,1.776521739
2017-09-01,1.7975
2017-10-01,1.980952381
2017-11-01,2.05
2017-12-01,2.182
2018-01-01,2.381904762
2018-02-01,2.599473684
2018-03-01,2.62952381
2018-04-01,2.701904762
2018-05-01,2.816818182
2018-06-01,2.775714286
2018-07-01,2.777619048
2018-08-01,2.767826087
2018-09-01,2.893684211
2018-10-01,3.000454545
2018-11-01,2.947
2018-12-01,2.681578947
2019-01-01,2.536190476
2019-02-01,2.487894737
2019-03-01,2.372857143
2019-04-01,2.333333333
2019-05-01,2.187727273
2019-06-01,1.825
2019-07-01,1.828181818
2019-08-01,1.486818182
2019-09-01,1.565
