DATE,DGS1
2003-09-01,1.237619048
2003-10-01,1.254090909
2003-11-01,1.336666667
2003-12-01,1.305909091
2004-01-01,1.2395
2004-02-01,1.243684211
2004-03-01,1.187391304
2004-04-01,1.433809524
2004-05-01,1.7775
2004-06-01,2.115238095
2004-07-01,2.095238095
2004-08-01,2.015909091
2004-09-01,2.116666667
2004-10-01,2.228
2004-11-01,2.5
2004-12-01,2.670454545
2005-01-01,2.8605
2005-02-01,3.029473684
2005-03-01,3.302272727
2005-04-01,3.316666667
2005-05-01,3.330952381
2005-06-01,3.363181818
2005-07-01,3.641
2005-08-01,3.872173913
2005-09-01,3.845238095
2005-10-01,4.1755
2005-11-01,4.334
2005-12-01,4.352857143
2006-01-01,4.445
2006-02-01,4.684736842
2006-03-01,4.773478261
2006-04-01,4.897368421
2006-05-01,4.995
2006-06-01,5.155
2006-07-01,5.2175
2006-08-01,5.082608696
2006-09-01,4.9745
2006-10-01,5.01
2006-11-01,5.010952381
2006-12-01,4.9415
2007-01-01,5.057142857
2007-02-01,5.053684211
2007-03-01,4.920454545
2007-04-01,4.932380952
2007-05-01,4.909090909
2007-06-01,4.962380952
2007-07-01,4.964285714
2007-08-01,4.472173913
2007-09-01,4.136842105
2007-10-01,4.096818182
2007-11-01,3.499
2007-12-01,3.263
2008-01-01,2.711428571
2008-02-01,2.0535
2008-03-01,1.544
2008-04-01,1.738181818
2008-05-01,2.055714286
2008-06-01,2.41952381
2008-07-01,2.281818182
2008-08-01,2.177142857
2008-09-01,1.912857143
2008-10-01,1.420454545
2008-11-01,1.066666667
2008-12-01,0.494545455
2009-01-01,0.4445
2009-02-01,0.622631579
2009-03-01,0.644090909
2009-04-01,0.547619048
2009-05-01,0.5015
2009-06-01,0.513636364
2009-07-01,0.478636364
2009-08-01,0.459047619
2009-09-01,0.404761905
2009-10-01,0.374761905
2009-11-01,0.313157895
2009-12-01,0.371363636
2010-01-01,0.345789474
2010-02-01,0.345789474
2010-03-01,0.395652174
2010-04-01,0.445
2010-05-01,0.371
2010-06-01,0.318181818
2010-07-01,0.291428571
2010-08-01,0.259090909
2010-09-01,0.256666667
2010-10-01,0.228
2010-11-01,0.252
2010-12-01,0.294090909
2011-01-01,0.2735
2011-02-01,0.286315789
2011-03-01,0.259130435
2011-04-01,0.2465
2011-05-01,0.188095238
2011-06-01,0.180909091
2011-07-01,0.185
2011-08-01,0.114782609
2011-09-01,0.104761905
2011-10-01,0.1145
2011-11-01,0.112
2011-12-01,0.115238095
2012-01-01,0.115
2012-02-01,0.161
2012-03-01,0.19
2012-04-01,0.183333333
2012-05-01,0.191818182
2012-06-01,0.189047619
2012-07-01,0.185714286
2012-08-01,0.183478261
2012-09-01,0.175789474
2012-10-01,0.17952381
2012-11-01,0.1785
2012-12-01,0.1585
2013-01-01,0.145238095
2013-02-01,0.157368421
2013-03-01,0.1475
2013-04-01,0.124545455
2013-05-01,0.118636364
2013-06-01,0.142
2013-07-01,0.121818182
2013-08-01,0.126818182
2013-09-01,0.1185
2013-10-01,0.121363636
2013-11-01,0.121578947
2013-12-01,0.132857143
2014-01-01,0.116190476
2014-02-01,0.116842105
2014-03-01,0.128095238
2014-04-01,0.107619048
2014-05-01,0.096666667
2014-06-01,0.104761905
2014-07-01,0.111363636
2014-08-01,0.107142857
2014-09-01,0.10952381
2014-10-01,0.104545455
2014-11-01,0.134444444
2014-12-01,0.214545455
2015-01-01,0.1955
2015-02-01,0.224210526
2015-03-01,0.253636364
2015-04-01,0.233636364
2015-05-01,0.241
2015-06-01,0.275454545
2015-07-01,0.296818182
2015-08-01,0.375714286
2015-09-01,0.373333333
2015-10-01,0.263333333
2015-11-01,0.476842105
2015-12-01,0.653636364
2016-01-01,0.543157895
2016-02-01,0.534
2016-03-01,0.656363636
2016-04-01,0.555714286
2016-05-01,0.591428571
2016-06-01,0.552272727
2016-07-01,0.5135
2016-08-01,0.56826087
2016-09-01,0.593333333
2016-10-01,0.6595
2016-11-01,0.736
2016-12-01,0.866190476
2017-01-01,0.8255
2017-02-01,0.820526316
2017-03-01,1.010434783
2017-04-01,1.042105263
2017-05-01,1.122727273
2017-06-01,1.200909091
2017-07-01,1.2235
2017-08-01,1.229130435
2017-09-01,1.28
2017-10-01,1.397619048
2017-11-01,1.56
2017-12-01,1.7005
2018-01-01,1.802857143
2018-02-01,1.963684211
2018-03-01,2.062857143
2018-04-01,2.153809524
2018-05-01,2.273636364
2018-06-01,2.328095238
2018-07-01,2.387619048
2018-08-01,2.445652174
2018-09-01,2.557894737
2018-10-01,2.651818182
2018-11-01,2.6985
2018-12-01,2.655263158
2019-01-01,2.57952381
2019-02-01,2.549473684
2019-03-01,2.490952381
2019-04-01,2.424761905
2019-05-01,2.340454545
2019-06-01,1.995
2019-07-01,1.962272727
2019-08-01,1.772272727
2019-09-01,1.796
